dataset,image,psnr,ssim,time
Urban100,Urban100_img_006,19.816521246084946,0.5584472527137153,0.040812799999912386
Urban100,Urban100_img_007,26.239003937995363,0.8160270998268983,0.04656260000047041
Urban100,Urban100_img_008,19.16828271234635,0.5976932422369603,0.04686200000014651
Urban100,Urban100_img_009,30.056101444320444,0.8503266584076256,0.07386290000067675
Urban100,Urban100_img_010,23.109322055601943,0.793308171200716,0.09645550000004732
Urban100,Urban100_img_011,15.422351639076947,0.6401064453698346,0.05817810000007739
Urban100,Urban100_img_012,21.167776254808697,0.6604091483769754,0.07238009999946371
Urban100,Urban100_img_013,25.643373656101353,0.7348579266310669,0.1376220000001922
Urban100,Urban100_img_014,20.42429424149145,0.6181099099776399,0.306461400000444
Urban100,Urban100_img_015,22.63488133756926,0.6358121651055956,0.029612100000122155
Urban100,Urban100_img_016,25.947728574156702,0.8542408588620516,0.038123600000290025
Urban100,Urban100_img_017,22.846183078226577,0.7652368772533951,0.04691819999970903
Urban100,Urban100_img_018,23.838317255159968,0.6637918740326069,0.059097100000144565
Urban100,Urban100_img_019,18.686963911755857,0.6942601728622453,0.06335250000029191
Urban100,Urban100_img_020,19.828749124140337,0.6719311375128131,0.13207890000012412
Urban100,Urban100_img_021,27.227081301643654,0.7343834461768722,0.10440959999959887
Urban100,Urban100_img_022,24.24140639994151,0.7244984392078605,0.06150609999986045
Urban100,Urban100_img_023,26.25785855789418,0.8622099322490572,0.08919210000021849
Urban100,Urban100_img_024,17.59100294250796,0.5427652838177485,0.05114700000012817
Urban100,Urban100_img_025,26.459694215271675,0.8085692482145616,0.06605369999942923
Urban100,Urban100_img_026,24.742196529590316,0.5842287467050378,0.23507669999980862
Urban100,Urban100_img_027,25.98889560757716,0.7441290274805742,0.03544489999967482
Urban100,Urban100_img_028,28.4402176831153,0.8295290479034539,0.026673200000004726
Urban100,Urban100_img_029,22.490193378749495,0.7253714199843442,0.05327450000004319
Urban100,Urban100_img_030,20.950159766959597,0.6873955436056378,0.03964639999958308
Urban100,Urban100_img_031,21.987339396088274,0.7405767029384526,0.03131819999998697
Urban100,Urban100_img_032,25.497266361333875,0.7735742820890493,0.1029197000007116
Urban100,Urban100_img_033,23.44612092715899,0.673429863532146,0.10565600000063569
Urban100,Urban100_img_034,20.28280710418299,0.5615464667128288,0.08011420000002545
Urban100,Urban100_img_035,23.011177136757105,0.7660227025866627,0.11734539999997651
Urban100,Urban100_img_036,25.46708193510568,0.8292089551788361,0.12406540000029054
Urban100,Urban100_img_037,23.439558052951174,0.7551399095464425,0.124593300000015
Urban100,Urban100_img_038,23.960369949619814,0.5516301824003177,0.1271818000004714
Urban100,Urban100_img_039,20.14642603313177,0.6356001200516065,0.13270099999954255
Urban100,Urban100_img_040,20.340571756326582,0.7675278385811319,0.10207429999991291
Urban100,Urban100_img_041,21.031576068703334,0.7426386358285068,0.06110569999964355
Urban100,Urban100_img_042,25.13567234125785,0.8240847871756661,0.10000769999987824
Urban100,Urban100_img_043,23.208893615603095,0.8023382530668334,0.12239290000070469
Urban100,Urban100_img_044,27.661964838696935,0.7920384102554022,0.09861309999996593
